Geo type,Geography ,Category ,Year,Value
Supervisory Union/School District,Mill River Unified Union SD,English Not Migrant,2023,0.321429
Supervisory Union/School District,Mill River Unified Union SD,English Military,2023,***
Supervisory Union/School District,Mill River Unified Union SD,English Not Military,2023,***
Supervisory Union/School District,Mill River Unified Union SD,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Mill River Unified Union SD,English Asian,2023,***
Supervisory Union/School District,Mill River Unified Union SD,English Black,2023,***
Supervisory Union/School District,Mill River Unified Union SD,English Hispanic,2023,0
Supervisory Union/School District,Mill River Unified Union SD,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Mill River Unified Union SD,English White,2023,0.321429
Supervisory Union/School District,Mill River Unified Union SD,Math All Students,2023,0.142857
Supervisory Union/School District,Mill River Unified Union SD,Math No Special Ed,2023,0.166667
Supervisory Union/School District,Mill River Unified Union SD,Math Special Ed,2023,0.071429
Supervisory Union/School District,Mill River Unified Union SD,Math ELL,2023,0
Supervisory Union/School District,Mill River Unified Union SD,Math Not ELL,2023,0.142857
Supervisory Union/School District,Mill River Unified Union SD,Math FRL,2023,0.096774
Supervisory Union/School District,Mill River Unified Union SD,Math Not FRL,2023,0.2
Supervisory Union/School District,Mill River Unified Union SD,Math Foster,2023,0
Supervisory Union/School District,Mill River Unified Union SD,Math Not Foster,2023,0.142857
Supervisory Union/School District,Mill River Unified Union SD,Math Female,2023,0.125
Supervisory Union/School District,Mill River Unified Union SD,Math Male,2023,0.15625
Supervisory Union/School District,Mill River Unified Union SD,Math Historically Marginalized,2023,0.083333
Supervisory Union/School District,Mill River Unified Union SD,Math Not Historically Marginalized,2023,0.25
Supervisory Union/School District,Mill River Unified Union SD,Math McKinney Vento Eligible,2023,0
Supervisory Union/School District,Mill River Unified Union SD,Math Not McKinney Vento Eligible,2023,0.142857
Supervisory Union/School District,Mill River Unified Union SD,Math Migrant,2023,0
Supervisory Union/School District,Mill River Unified Union SD,Math Not Migrant,2023,0.142857
Supervisory Union/School District,Mill River Unified Union SD,Math Military,2023,***
Supervisory Union/School District,Mill River Unified Union SD,Math Not Military,2023,***
Supervisory Union/School District,Mill River Unified Union SD,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Mill River Unified Union SD,Math Asian,2023,***
Supervisory Union/School District,Mill River Unified Union SD,Math Black,2023,***
Supervisory Union/School District,Mill River Unified Union SD,Math Hispanic,2023,0
Supervisory Union/School District,Mill River Unified Union SD,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Mill River Unified Union SD,Math White,2023,0.142857
Supervisory Union/School District,Milton SD,English All Students,2023,***
Supervisory Union/School District,Milton SD,English No Special Ed,2023,0.530864
Supervisory Union/School District,Milton SD,English Special Ed,2023,***
Supervisory Union/School District,Milton SD,English ELL,2023,***
Supervisory Union/School District,Milton SD,English Not ELL,2023,***
Supervisory Union/School District,Milton SD,English FRL,2023,***
Supervisory Union/School District,Milton SD,English Not FRL,2023,0.537313
Supervisory Union/School District,Milton SD,English Foster,2023,***
Supervisory Union/School District,Milton SD,English Not Foster,2023,***
Supervisory Union/School District,Milton SD,English Female,2023,***
Supervisory Union/School District,Milton SD,English Male,2023,0.385965
Supervisory Union/School District,Milton SD,English Historically Marginalized,2023,0.31746
Supervisory Union/School District,Milton SD,English Not Historically Marginalized,2023,***
Supervisory Union/School District,Milton SD,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Milton SD,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Milton SD,English Migrant,2023,0
Supervisory Union/School District,Milton SD,English Not Migrant,2023,***
Supervisory Union/School District,Milton SD,English Military,2023,***
Supervisory Union/School District,Milton SD,English Not Military,2023,***
Supervisory Union/School District,Milton SD,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Milton SD,English Asian,2023,***
Supervisory Union/School District,Milton SD,English Black,2023,***
Supervisory Union/School District,Milton SD,English Hispanic,2023,***
Supervisory Union/School District,Milton SD,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Milton SD,English White,2023,0.427083
Supervisory Union/School District,Milton SD,Math All Students,2023,0.336449
Supervisory Union/School District,Milton SD,Math No Special Ed,2023,0.395062
Supervisory Union/School District,Milton SD,Math Special Ed,2023,0.153846
Supervisory Union/School District,Milton SD,Math ELL,2023,***
Supervisory Union/School District,Milton SD,Math Not ELL,2023,***
Supervisory Union/School District,Milton SD,Math FRL,2023,0.153846
Supervisory Union/School District,Milton SD,Math Not FRL,2023,0.441176
Supervisory Union/School District,Milton SD,Math Foster,2023,***
Supervisory Union/School District,Milton SD,Math Not Foster,2023,***
Supervisory Union/School District,Milton SD,Math Female,2023,0.326531
Supervisory Union/School District,Milton SD,Math Male,2023,0.344828
Supervisory Union/School District,Milton SD,Math Historically Marginalized,2023,0.234375
Supervisory Union/School District,Milton SD,Math Not Historically Marginalized,2023,0.488372
Supervisory Union/School District,Milton SD,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Milton SD,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Milton SD,Math Migrant,2023,0
Supervisory Union/School District,Milton SD,Math Not Migrant,2023,0.336449
Supervisory Union/School District,Milton SD,Math Military,2023,***
Supervisory Union/School District,Milton SD,Math Not Military,2023,***
Supervisory Union/School District,Milton SD,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Milton SD,Math Asian,2023,***
Supervisory Union/School District,Milton SD,Math Black,2023,***
Supervisory Union/School District,Milton SD,Math Hispanic,2023,***
Supervisory Union/School District,Milton SD,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Milton SD,Math White,2023,0.340206
Supervisory Union/School District,Missisquoi Valley SD,English All Students,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English No Special Ed,2023,0.504425
Supervisory Union/School District,Missisquoi Valley SD,English Special Ed,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English ELL,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English Not ELL,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English FRL,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English Not FRL,2023,0.528571
Supervisory Union/School District,Missisquoi Valley SD,English Foster,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English Not Foster,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English Female,2023,0.47541
Supervisory Union/School District,Missisquoi Valley SD,English Male,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English Historically Marginalized,2023,0.417722
Supervisory Union/School District,Missisquoi Valley SD,English Not Historically Marginalized,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English McKinney Vento Eligible,2023,0
Supervisory Union/School District,Missisquoi Valley SD,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English Migrant,2023,0
Supervisory Union/School District,Missisquoi Valley SD,English Not Migrant,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English Military,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English Not Military,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English American Indian or Alaskan Native,2023,0.48
Supervisory Union/School District,Missisquoi Valley SD,English Asian,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English Black,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English Hispanic,2023,***
Supervisory Union/School District,Missisquoi Valley SD,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Missisquoi Valley SD,English White,2023,0.472
Supervisory Union/School District,Missisquoi Valley SD,Math All Students,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math No Special Ed,2023,0.345133
Supervisory Union/School District,Missisquoi Valley SD,Math Special Ed,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math ELL,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math Not ELL,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math FRL,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math Not FRL,2023,0.428571
Supervisory Union/School District,Missisquoi Valley SD,Math Foster,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math Not Foster,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math Female,2023,0.327869
Supervisory Union/School District,Missisquoi Valley SD,Math Male,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math Historically Marginalized,2023,0.278481
Supervisory Union/School District,Missisquoi Valley SD,Math Not Historically Marginalized,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math McKinney Vento Eligible,2023,0
Supervisory Union/School District,Missisquoi Valley SD,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math Migrant,2023,0
Supervisory Union/School District,Missisquoi Valley SD,Math Not Migrant,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math Military,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math Not Military,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math American Indian or Alaskan Native,2023,0.36
Supervisory Union/School District,Missisquoi Valley SD,Math Asian,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math Black,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math Hispanic,2023,***
Supervisory Union/School District,Missisquoi Valley SD,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Missisquoi Valley SD,Math White,2023,0.336
Supervisory Union/School District,Montpelier Roxbury ,English All Students,2023,0.706522
Supervisory Union/School District,Montpelier Roxbury ,English No Special Ed,2023,***
Supervisory Union/School District,Montpelier Roxbury ,English Special Ed,2023,***
Supervisory Union/School District,Montpelier Roxbury ,English ELL,2023,***
Supervisory Union/School District,Montpelier Roxbury ,English Not ELL,2023,***
Supervisory Union/School District,Montpelier Roxbury ,English FRL,2023,***
Supervisory Union/School District,Montpelier Roxbury ,English Not FRL,2023,***
