geo type,geography,year,category,value
AHSD,St. Johnsbury District,2022-08,None of the above,0
AHSD,St. Johnsbury District,2022-08,Qualified Immigrant,*
AHSD,St. Johnsbury District,2022-08,US Citizen,342
AHSD,St. Johnsbury District,2022-08,Unreported,*
AHSD,Barre District,2022-07,None of the above,0
AHSD,Barre District,2022-07,Qualified Immigrant,*
AHSD,Barre District,2022-07,US Citizen,*
AHSD,Barre District,2022-07,Unreported,234
AHSD,Bennington District,2022-07,None of the above,0
AHSD,Bennington District,2022-07,Qualified Immigrant,*
AHSD,Bennington District,2022-07,US Citizen,327
AHSD,Bennington District,2022-07,Unreported,*
AHSD,Brattleboro District,2022-07,None of the above,0
AHSD,Brattleboro District,2022-07,Qualified Immigrant,*
AHSD,Brattleboro District,2022-07,US Citizen,*
AHSD,Brattleboro District,2022-07,Unreported,201
AHSD,Burlington District,2022-07,None of the above,*
AHSD,Burlington District,2022-07,Qualified Immigrant,*
AHSD,Burlington District,2022-07,US Citizen,401
AHSD,Burlington District,2022-07,Unreported,967
AHSD,Hartford District,2022-07,None of the above,0
AHSD,Hartford District,2022-07,Qualified Immigrant,*
AHSD,Hartford District,2022-07,US Citizen,197
AHSD,Hartford District,2022-07,Unreported,*
AHSD,Middlebury District,2022-07,None of the above,0
AHSD,Middlebury District,2022-07,Qualified Immigrant,*
AHSD,Middlebury District,2022-07,US Citizen,266
AHSD,Middlebury District,2022-07,Unreported,*
AHSD,Morrisville District,2022-07,None of the above,0
